time_s,x_m,y_m,yaw_rad,cross_track_error_m,abs_cross_track_error_m,heading_error_rad,path_progress_m,endpoint_distance_m,linear_cmd_mps,angular_cmd_rps
0.0,0.06889708883554332,0.03395633782136348,0.07533353438789407,0.0,0.0,4.2141277776214237e-05,0.0,3.0,0.0,0.0
0.0521,0.06889708883554332,0.03395633782136348,0.0749369317737556,0.0,0.0,0.0004387438919146863,0.0,3.0,0.17977316389509318,0.0017642808159418972
0.1164,0.06889708883554332,0.03395633782136348,0.07460676935870182,0.0,0.0,0.0007689063069684643,0.0,3.0,0.17981590257978922,0.0014318688238615573
0.1742,0.08068679554307684,0.0378722655665806,0.07449100588807366,0.00301699298913716,0.003016992989137159,0.0008846697775966306,0.012051117278448466,2.9879504058808712,0.1784711020381596,-0.011891428592091875
0.229,0.08747604901153773,0.038373715952505674,0.07398232856146643,0.003005759429803098,0.003005759429803095,0.001393347104203857,0.018858854711377066,2.981142660578744,0.17858480181471456,-0.011007096996664488
0.281,0.08747676958796695,0.0383639083752194,0.07286409835876693,0.002995925437647575,0.0029959254376475722,0.002511577306903351,0.01885883468884689,2.9811426707022877,0.1788081560384633,-0.009269897478618604
0.3334,0.09405451895896341,0.03699249343038024,0.07237802397336247,0.0011330715367854096,0.001133071536785412,0.0029976516923078123,0.02531463371628069,2.9746855820798292,0.17908554963455298,0.007112391731254577
0.3836,0.10002882729464278,0.037422970280572565,0.07223476072584178,0.001112434854408174,0.0011124348544081725,0.0031409149398285013,0.03130439535892224,2.968695813067846,0.17899270288206218,0.007834533139516306
0.4395,0.10473263628377873,0.03775549866132431,0.0717986590892572,0.0010898019089441249,0.0010898019089441273,0.0035770165764130862,0.03601988916976126,2.9639803111804626,0.1788878348120323,0.00865017368419325
0.4924,0.1059689445814535,0.037819657182026595,0.07056793023036836,0.0010606789002626541,0.001060678900262656,0.004807745435301922,0.03725751850564643,2.96274267135893,0.17869176175516727,0.010175186348698951
0.5428,0.1068910145274275,0.037874618236304745,0.0703452411625172,0.0010460480463368748,0.0010460480463368737,0.005030434503153089,0.03818110912971601,2.96181907559064,0.1785602316690171,0.011198198129866915
0.5937,0.10765012991451274,0.03791248364225767,0.06977118139240936,0.0010266412679962613,0.0010266412679962582,0.0056044942732609284,0.03894092051212087,2.961059257463433,0.17843436669998147,0.012177147889032878
0.6517,0.108230586955086,0.037939658084762976,0.06933444771986165,0.00101002762771916,0.001010027627719157,0.006041227945808636,0.03952177575504573,2.960478396540729,0.17833550074474674,0.012946105318636367
0.7147,0.13437146330422578,0.036468173267499876,0.06930510736631665,-0.0024258000114941677,0.002425800011494164,0.006070568299353597,0.0654776184942455,2.934523384139901,0.17622391079532645,0.02936958270301626
0.7718,0.1383396286339582,0.038369118665448565,0.06927395147292927,-0.0008290721587542897,0.0008290721587542887,0.00610172419274098,0.0695776660127942,2.930422451267337,0.17719537857865947,0.02181372216598189
0.8284,0.14691476469971984,0.0389826985749167,0.07038602036257391,-0.000862979252641909,0.0008629792526419131,0.004989655303096335,0.07817465904295381,2.9218254684001828,0.17532277139468896,0.036378444707974585
0.8805,0.16376790357022925,0.04054947981974658,0.07166363325459056,-0.0005697609174868673,0.0005697609174868691,0.003712042411079683,0.09509793048395347,2.904902125391854,0.17571672325140156,0.033314374711321204
0.9314,0.17197203694712235,0.03976418246708969,0.07212341617977192,-0.0019706351934933486,0.00197063519349335,0.0032522594858983706,0.10321963274768887,2.8967810375486613,0.17471557131472626,0.041101111996573486
0.9815,0.1719713899915193,0.03977307223230545,0.0731714963488277,-0.001961721951337714,0.0019617219513377126,0.0022041793168425805,0.10321965706679087,2.8967810071797375,0.17506887627096046,0.038353184559196285
1.032,0.18770450182083606,0.04094578504312444,0.07376412627260236,-0.00197711025522798,0.0019771102552279766,0.0016115493930679292,0.11899640661701663,2.8810042717862503,0.17505511637549068,0.038460205968405804
1.0828,0.1962416195610132,0.04195623002820206,0.07396206607729103,-0.0016124161885914434,0.0016124161885914428,0.0014136095883792582,0.12758537492614874,2.8724150776348667,0.17528596482754438,0.03666471800798809
1.1391,0.20497327661888562,0.04261592216637701,0.07427971427747335,-0.0016121286920238037,0.0016121286920238013,0.0010959613881969393,0.13634191697257375,2.8636585368104264,0.17174126765908745,0.06423458487376421
1.1922,0.21602187944070234,0.046629929188030966,0.07399318872452822,0.0015584734124149376,0.00155847341241494,0.001382486941142069,0.147661420450177,2.8523390053126008,0.17330367912993516,0.05208249565605984
1.2524,0.224316473243214,0.047247036946498455,0.07398668831771138,0.0015492101953468453,0.0015492101953468447,0.001388987347958906,0.15597893345149147,2.844021488495462,0.17329623609955902,0.05214038589231859
1.3084,0.2361540298688813,0.04965015802076467,0.0738668497651833,0.0030540886734766104,0.0030540886734766095,0.001508825900486982,0.16796384390295183,2.832037802872442,0.17319006117652302,0.052966190849265404
