trial_id,experiment_type,scenario,perception_method,repeat_index,nominal_speed_mps,quality_aware,time_s,ros_time_s,x_m,y_m,yaw_rad,odom_linear_mps,odom_angular_rps,travel_distance_m,cmd_linear_mps,cmd_angular_rps,path_points,path_first_x_m,path_first_y_m,path_mid_x_m,path_mid_y_m,path_last_x_m,path_last_y_m,corridor_width_m,safety_margin_m,error_budget_m,published_confidence,control_quality_factor,headland_detected,navigation_mode,navigation_safety_state,valid,left_points,right_points,row_yaw_rad,center_offset_m,left_slope,left_intercept,right_slope,right_intercept,line_lost_count,support_score,observation_score,width_score,residual_score,safety_score,observed_valid_ratio,raw_confidence,support_weight,observation_weight,width_weight,residual_weight,safety_weight,innermost_enabled,robust_enabled,temporal_enabled,parallel_enabled
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.070912133,1785051060.8876016,0.002097143439160322,2.6350196810711463e-05,-0.00030530703199938003,0.0,0.001203064621295494,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.121118804,1785051060.9378083,0.002097143439160322,2.6350196810711463e-05,-0.0002946847265024033,0.0,0.0007507322929555022,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.170736465,1785051060.987426,0.002097143439160322,2.6350196810711463e-05,-0.0002939520158182774,0.0,0.0012881906795479275,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.221224168,1785051061.0379136,0.002097143439160322,2.6350196810711463e-05,-0.00030452905890054893,0.0,0.0006326059719144937,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.270838053,1785051061.0875278,0.002097143439160322,2.6350196810711463e-05,-0.0003199513246987531,0.0,0.0006091592765992777,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.321034995,1785051061.1377244,0.002097143439160322,2.6350196810711463e-05,-0.000299083400265854,0.0,0.001976312777440014,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.370881336,1785051061.187571,0.002097143439160322,2.6350196810711463e-05,-0.000280465449338685,0.0,0.0017222226905896445,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.420599736,1785051061.2372892,0.002097143439160322,2.6350196810711463e-05,-0.00026101585036020225,0.0,0.0028976629525151796,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.470976908,1785051061.2876663,0.002097143439160322,2.6350196810711463e-05,-0.000250362254076375,0.0,0.0010250155094050006,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.522867947,1785051061.3395574,0.002097143439160322,2.6350196810711463e-05,-7.957268640268464e-05,0.0,0.008864885733087738,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.570936828,1785051061.3876264,0.002097143439160322,2.6350196810711463e-05,-0.0003073071291339603,0.0,-0.01031117101967139,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.620883747,1785051061.4375734,0.002097143439160322,2.6350196810711463e-05,0.00020325266320053722,0.0,0.006561358075704274,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.671066353,1785051061.4877558,0.002097143439160322,2.6350196810711463e-05,-2.887496273640267e-06,0.0,0.017860929653809973,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.722899855,1785051061.5395894,0.002411342134636765,-0.0006699221096862878,-7.132738939441557e-05,0.022590795359689494,0.004578289626443655,0.0060482721245205566,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.771020097,1785051061.5877097,0.006086134567118512,-0.00013276359439491004,-7.419678611197969e-05,0.0413390463173685,-0.0159904721881294,0.01031643725048818,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.824170085,1785051061.6408596,0.011114631234539986,-0.00013223853380370964,2.8375258502411078e-05,0.05639073129261622,0.013875804184580162,0.015349016451026721,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.870909455,1785051061.6875992,0.01577315784553479,-0.00013460973071710244,-9.928662495051199e-05,0.07281848015569388,-0.008791144556584854,0.020010734483068084,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.921210816,1785051061.7379003,0.017004086428004658,-0.000133606456098093,-7.991243308014263e-05,0.07517710917408794,-0.002896018970634801,0.021249031485153155,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,0.970966882,1785051061.7876565,0.018025970887890562,-0.00013196588660521898,-2.993409955021065e-05,0.07680414697237889,0.0052159947625614,0.02227218232054364,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,1.020749668,1785051061.8374393,0.018843475937922443,-0.00011701386923745197,0.0007577690063498291,0.0792472473119891,-0.010892938346657596,0.023102255978433853,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,1.070959603,1785051061.887649,0.019710175434616454,-0.0001010051627421851,0.0014339209653857485,0.08093098226674583,0.00880255208672722,0.023975049890655093,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
complex_fixed_v018_r2,closed_loop,complex,full,1,0.18,False,1.120912954,1785051061.9376025,0.020288257441489117,-8.15186480021708e-05,0.002074950566037348,0.08331634484310119,0.005806219915499917,0.024564461898561336,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
