time_s,x_m,y_m,yaw_rad,cross_track_error_m,abs_cross_track_error_m,heading_error_rad,path_progress_m,endpoint_distance_m,linear_cmd_mps,angular_cmd_rps
0.0,2.7130062534194574,0.7832977303580555,-2.677873076566215,0.009151552886661474,0.009151552886661545,-0.001664770403956961,0.014458932709591057,0.6904218464526491,0.0,0.0
0.0676,2.708746619516878,0.7795944323562134,-2.676731242858436,0.010567621747136692,0.010567621747136713,-0.0028066041117358327,0.01992278172441982,0.6855787251581492,0.15,0.0
0.1223,2.7035648225117774,0.7769874530505497,-2.6765726749363203,0.010591244068679825,0.01059124406867988,-0.002965172033851715,0.02572336818512805,0.6815124752107641,0.15,0.0
0.1734,2.7032102321992366,0.7767992794944365,-2.6762062049079542,0.010601613198595575,0.010601613198595606,-0.00333164206221781,0.02612466116801323,0.6812258199429522,0.15,0.0
0.2244,2.702903560066799,0.7766347379319328,-2.6757711577278,0.01061218979208629,0.010612189792086236,-0.003766689242372223,0.026472525880617114,0.6809762826457174,0.15,0.0
0.2829,2.6860565032097763,0.7682926190114715,-2.6760397790175228,0.010569318364472136,0.010569318364472094,-0.0034980679526492864,0.045271792751098425,0.6680719531562581,0.15,0.0
0.3434,2.6805854412295487,0.7655369189749297,-2.676017305666091,0.01059711535444123,0.010597115354441284,-0.003520541304081082,0.05139760936688423,0.6638970465223812,0.15,0.0
0.3966,2.670238606892388,0.7612994197708695,-2.6754766107301253,0.00977776497410262,0.009777764974102666,-0.0040612362400467275,0.06254848580146558,0.6570248602514039,0.15,0.0
0.4468,2.6638072315116563,0.7580719629712198,-2.675720358983396,0.00979975299024727,0.009799752990247377,-0.003817487986776058,0.0697442194825178,0.6522394643358608,0.15,0.0
0.5026,2.663772870318829,0.7580535460476486,-2.6756021488555564,0.009800920864768565,0.00980092086476855,-0.003935698114615693,0.06978318755554508,0.6522128815769407,0.15,0.0
0.5704,2.6638446537025056,0.758100110993033,-2.676010134944178,0.009791238993578474,0.009791238993578553,-0.0035277120259942234,0.0696981733821327,0.6522762385355795,0.15,0.0
0.6223,2.6481684545919153,0.7537110521937628,-2.675607206463175,0.006731786518595997,0.006731786518596003,-0.003930640506997208,0.08568713226792779,0.6441806290160468,0.15,0.0
0.6824,2.6426795333624,0.7509384387885689,-2.6749340729883753,0.006766761868101045,0.00676676186810099,-0.004603773981796787,0.0918364751664344,0.64021597153042,0.15,0.0
0.7426,2.6424769016346956,0.7508333200965551,-2.674880157279607,0.0067705267734242585,0.0067705267734241995,-0.0046576896905650145,0.09206471929444426,0.6400675796380302,0.15,0.0
0.8025,2.642177587752252,0.75067942416383,-2.674744027993501,0.006774854277498425,0.006774854277498527,-0.004793818976671194,0.09240125165699101,0.6398498136467422,0.15,0.0
0.8562,2.614129963460323,0.7470210229273907,-2.6747725798124753,-0.002453675451461827,0.0024536754514618807,-0.0047652671576949865,0.11913862937189967,0.6304879694422395,0.15,0.0
0.9231,2.6082167840869483,0.74403974696418,-2.67456980593203,-0.0024210475899636634,0.002421047589963753,-0.004968041038140303,0.12576076136191416,0.6264837721743564,0.15,0.0
0.9738,2.604465885882102,0.7421469263049039,-2.6744833288739502,-0.002398818019018273,0.0023988180190183035,-0.00505451809622004,0.12996213176185228,0.6239652204066662,0.15,0.0
1.0247,2.6038196406417056,0.7418172921391041,-2.674315216338012,-0.0023918384469536953,0.0023918384469536753,-0.005222630632158332,0.13068755776053964,0.623529661949602,0.15,0.0
1.0828,2.6033713917492065,0.7415793360617401,-2.6736122656645493,-0.002378658978581708,0.00237865897858171,-0.0059255813056209306,0.13119488060251952,0.6232186880148156,0.15,0.0
1.1427,2.6031075440681275,0.7414368390806788,-2.6730681363476667,-0.0023687246930628528,0.0023687246930628168,-0.006469710622503566,0.1314945842868372,0.6230333674528721,0.15,0.0
1.1947,2.562502587677772,0.7302521855910421,-2.672909225162945,-0.010458129951787198,0.010458129951787186,-0.00662862180722712,0.1728276277231247,0.6063078950625285,0.15,0.0
