time_s,x_m,y_m,yaw_rad,cross_track_error_m,abs_cross_track_error_m,heading_error_rad,path_progress_m,endpoint_distance_m,linear_cmd_mps,angular_cmd_rps
0.0,-0.6425796080594066,-0.018829820227372226,0.001491169812303905,0.0011871189632565418,0.0011871189632565407,0.00691217220135078,0.20972469300409424,0.577125674476317,0.12,0.0
0.0534,-0.6345193142685893,-0.020367795497650002,0.0012036880228114561,-0.00041853461266800707,0.0004185346126680084,0.007199653990843228,0.21777177822300392,0.5745184757266691,0.12,0.0
0.1109,-0.6285004058017493,-0.02036157235459487,0.0011938027884066391,-0.00046289004045484166,0.0004628900404548398,0.007209539225248045,0.22379052646958594,0.5716246824408416,0.12,0.0
0.1749,-0.6196370754966974,-0.019938663294777958,0.000771013674470744,-0.00011447663199209958,0.00011447663199209896,0.0076323283391839395,0.23265709763696113,0.5670861638065108,0.12,0.0
0.2312,-0.6138447964456067,-0.019937973303989737,0.000633159575107456,-0.00016246059460513828,0.00016246059460513833,0.0077701824385472285,0.23844917797317222,0.5644212252307308,0.12,0.0
0.2845,-0.6011400455397076,-0.01870204378379791,0.0008949199488688109,0.0009666641770066499,0.0009666641770066492,0.007508422064785855,0.2511638661175964,0.5576322191087653,0.12,0.0
0.3374,-0.5948910277550838,-0.01870859268801621,0.0006335990933084013,0.0009076034883604922,0.0009076034883604923,0.007769742920346264,0.25741260823067375,0.5549250966582573,0.12,0.0
0.3914,-0.5883085479081404,-0.018370448599952932,0.0011508832670150684,0.001190421458841982,0.0011904214588419814,0.007252458746639597,0.26399769717124866,0.55182251003822,0.12,0.0
0.4518,-0.5821335632719878,-0.01837625996001804,0.0008099533653460609,0.0011327204068528568,0.0011327204068528579,0.007593388648308604,0.2701724149475705,0.5492624887061732,0.12,0.0
0.5115,-0.5777341202973768,-0.019172571068814252,0.0009549390192380437,0.0002994678252330688,0.00029946782523306763,0.007448402994416622,0.2745650109913777,0.5481984641761257,0.12,0.0
0.5709,-0.5735919243885529,-0.019282755700686608,0.0007472702052706559,0.00015447920450586158,0.00015447920450585993,0.00765607180838401,0.2787061347398351,0.5466411249266769,0.12,0.0
0.631,-0.5673610930120908,-0.019279545258202874,0.0007066670922140083,0.0001053303427891027,0.00010533034278910368,0.007696674921440656,0.28493677309703713,0.5441937819541927,0.12,0.0
0.686,-0.5580596428520439,-0.019658347209674843,0.0002791656800296138,-0.000351620580982031,0.0003516205809820296,0.008124176333625052,0.2942347116777947,0.541009332725726,0.12,0.0
0.737,-0.5521876909913674,-0.019663007927610183,5.699715645057778e-05,-0.0004056245733848672,0.00040562457338486817,0.008346344857204018,0.3001064170472081,0.5388536291149798,0.12,0.0
0.7908,-0.5495971309644544,-0.020631377613083122,0.00042395866473565725,-0.0013957291734886502,0.0013957291734886506,0.007979383348918938,0.3026887481610732,0.5388222409437632,0.12,0.0
0.852,-0.5434086821096773,-0.020649089671126743,-0.0004765855175694611,-0.0014654436463703996,0.0014654436463703987,0.008879927531224059,0.3088768296761684,0.5366522686116993,0.12,0.0
0.9024,-0.5391102667540798,-0.019253314280227654,-0.00045643336451828265,-0.00010583816655802776,0.00010583816655802624,0.008859775378172879,0.3131868223038118,0.5338586074319897,0.12,0.0
0.9592,-0.5331560014093177,-0.01926066492564798,-0.0006845173077087986,-0.00016322369168840777,0.00016322369168840793,0.009087859321363394,0.3191408156468823,0.5318583410068295,0.12,0.0
1.0118,-0.5233713401575057,-0.017113942968702233,-0.0006454774218522807,0.001901199581807966,0.001901199581807967,0.009048819435506877,0.3289431708496379,0.5266524981209318,0.12,0.0
1.0713,-0.5161266708974078,-0.016175826720365803,-0.000925995901620347,0.002778403990198175,0.0027784039901981744,0.009329337915274943,0.33619546753479235,0.5235085867439807,0.12,0.0
1.131,-0.5102835143625087,-0.016184359981217256,-0.0013887436075794575,0.0027207695657334675,0.002720769565733466,0.009792085621234053,0.3420383460532104,0.5217648101768667,0.12,0.0
1.1846,-0.49579825181313564,-0.015827417102161137,-0.0015995128156829352,0.0029559766591522917,0.00295597665915229,0.010002854829337689,0.35652609663659585,0.5173369521744882,0.12,0.0
1.2353,-0.48980454030560855,-0.015840982726247097,-0.001946259139421258,0.0028920448990983863,0.0028920448990983863,0.01034960115307601,0.3625194825236947,0.5157685640964877,0.12,0.0
1.2879,-0.4824006600922588,-0.015738534701073937,-0.0031678333250400033,0.002932272701644637,0.002932272701644637,0.011571175338694758,0.36992396221746093,0.5138055090467178,0.12,0.0
1.3398,-0.47628027304936427,-0.015757460203734492,-0.0032973914354545984,0.002861916766941995,0.0028619167669419947,0.01170073344910935,0.3760439741269211,0.5123586343089052,0.12,0.0
1.392,-0.4717511608516453,-0.01593891765157874,-0.004359887903208736,0.0026424064950946705,0.002642406495094672,0.01276322991686349,0.38057140158028335,0.5114956167334073,0.12,0.0
1.4509,-0.4691745154148039,-0.015596875027237889,-0.00389874821380376,0.002962784864619425,0.0029627848646194242,0.012302090227458514,0.38315083030858776,0.5105876239071088,0.12,0.0
1.5021,-0.4641025552545277,-0.015628824271292724,-0.004778096207012528,0.0028882158343429315,0.0028882158343429298,0.013181438220667283,0.3882223429114853,0.5095236702848657,0.12,0.0
1.5575,-0.463830266639298,-0.01563564183375336,-0.005251426936269787,0.0028791104051654904,0.0028791104051654895,0.013654768949924541,0.38849456462314896,0.5094729050598675,0.12,0.0
1.6114,-0.4635743324669901,-0.015640067666024396,-0.005409526391631391,0.002872534052090583,0.002872534052090583,0.013812868405286144,0.3887504525676217,0.509423379129481,0.12,0.0
1.6663,-0.4464457948005913,-0.015766410769706828,-0.005301341764678114,0.002602260143149456,0.0026022601431494553,0.013704683778332729,0.40587732377001107,0.5062248411480798,0.12,0.0
1.7174,-0.44092344719892296,-0.015802095639438376,-0.005750442885779085,0.0025201709039286055,0.0025201709039286055,0.0141537848994337,0.41139917652070845,0.5053081102442994,0.12,0.0
1.7711,-0.432690385341437,-0.016025564605426527,-0.005805229749321402,0.00222752540780881,0.0022275254078088086,0.014208571762976017,0.4196300698222615,0.5042189624938835,0.12,0.0
1.8315,-0.426576972737911,-0.016063438173740598,-0.005855440694038539,0.0021382806843780904,0.0021382806843780913,0.014258782707693157,0.42574294831340354,0.5033690507819218,0.12,0.0
1.8849,-0.4155393279734991,-0.015166219884154206,-0.006191386524637462,0.002942715282757296,0.0029427152827572957,0.014594728538292077,0.436787742905493,0.5010606088463353,0.12,0.0
1.9351,-0.4117024127491941,-0.01533302770728023,-0.006368809950425991,0.002743670817830164,0.0027436708178301627,0.014772151964080606,0.44062312092980055,0.5007888483980485,0.12,0.0
1.9909,-0.4058217448097835,-0.015368650247981135,-0.005956410248568741,0.0026586328525292115,0.0026586328525292097,0.014359752262223356,0.446503281890478,0.5002102901026778,0.12,0.0
2.0511,-0.40417740246413836,-0.01538417190886958,-0.0060246217798569646,0.0026292939311876656,0.0026292939311876647,0.01442796379351158,0.4481474357456062,0.5000663032790202,0.12,0.0
2.1107,-0.3941970648547456,-0.013686541168412964,-0.006065046903454437,0.004242997528645493,0.004242997528645493,0.014468388917109111,0.45814168657435544,0.49752097835390036,0.12,0.0
2.1634,-0.38781467081830406,-0.01384753999269778,-0.0061943843807577,0.00402837158016123,0.00402837158016123,0.014597726394412376,0.4645225023497922,0.4972388852824638,0.12,0.0
2.2179,-0.38200194295513684,-0.013878888824284102,-0.005834504072271152,0.003948178090057016,0.003948178090057017,0.01423784608592583,0.4703347615460624,0.49693806092178416,0.12,0.0
2.2711,-0.3757503198136371,-0.012812497478049968,-0.006472762871507776,0.004961997875180412,0.0049619978751804135,0.014876104885162451,0.4765951251017954,0.49559097219050874,0.12,0.0
2.3327,-0.36975476904531895,-0.012846469717909413,-0.006253297712865535,0.0048776447641116,0.0048776447641116,0.014656639726520211,0.48259017870299153,0.49542834853480794,0.12,0.0
2.3843,-0.3561508255953584,-0.011957301887156595,-0.006591802697480717,0.0056524639561489915,0.005652463956148992,0.014995144711135394,0.4962011137201247,0.494362132378274,0.12,0.0
2.4379,-0.35615084598608887,-0.011960348559078396,-0.00684233983304683,0.005649417563146954,0.005649417563146955,0.015245681846701505,0.49620106772818934,0.49436517903475136,0.12,0.0
2.4905,-0.3439755798698575,-0.012467402789836952,-0.006554460283691995,0.005040069514265022,0.0050400695142650215,0.014957802297346673,0.5083716430617266,0.4950307234849132,0.12,0.0
2.5516,-0.3376892458164696,-0.012520462680244891,-0.007182072444095411,0.0049341859039546505,0.0049341859039546505,0.015585414457750088,0.5146573092828858,0.4952827445025663,0.12,0.0
2.6135,-0.33029545271242655,-0.012432281963300245,-0.006739318662001729,0.004960231666452466,0.004960231666452465,0.015142660675656405,0.52205158233184,0.49553066960085373,0.12,0.0
2.6708,-0.32264052988937203,-0.014465897372706302,-0.007169068634579112,0.0028623618821902713,0.00286236188219027,0.01557241064823379,0.5296891459111874,0.4980233695503558,0.12,0.0
2.7329,-0.316748550509665,-0.014509975542278336,-0.007448464250623399,0.002768773533785682,0.0027687735337856814,0.015851806264278075,0.5355805468580734,0.4985026257581954,0.12,0.0
2.7849,-0.30299335298181634,-0.014562687691220736,-0.00749377677958263,0.002600474977116231,0.00260047497711623,0.015897118793237304,0.5493348157661835,0.49984018599915886,0.12,0.0
2.835,-0.29704482138070143,-0.014619139109556024,-0.008112926611506758,0.0024940385947564395,0.002494038594756439,0.016516268625161423,0.5552826629623214,0.500568031797838,0.12,0.0
2.8905,-0.2890198459959371,-0.01626124497949493,-0.008439932973867581,0.0007845548849529042,0.0007845548849529046,0.016843274987522246,0.5632935559874515,0.5032118190890903,0.12,0.0
